uf;municipio;evento;data_referencia;total;total_peso;abrangencia;formulario;ano;ano_data;mes_data;trimestre_data
RS;NÃO INFORMADO;Tráfico de drogas;01/04/2023;1371;;Estadual;Formulário 4;2023;2023;4;2
SC;NÃO INFORMADO;Tráfico de drogas;01/04/2023;469;;Estadual;Formulário 4;2023;2023;4;2
SE;NÃO INFORMADO;Tráfico de drogas;01/04/2023;104;;Estadual;Formulário 4;2023;2023;4;2
SP;NÃO INFORMADO;Tráfico de drogas;01/04/2023;2883;;Estadual;Formulário 4;2023;2023;4;2
TO;NÃO INFORMADO;Tráfico de drogas;01/04/2023;62;;Estadual;Formulário 4;2023;2023;4;2
AC;NÃO INFORMADO;Tráfico de drogas;01/05/2023;65;;Estadual;Formulário 4;2023;2023;5;2
AL;NÃO INFORMADO;Tráfico de drogas;01/05/2023;117;;Estadual;Formulário 4;2023;2023;5;2
AM;NÃO INFORMADO;Tráfico de drogas;01/05/2023;230;;Estadual;Formulário 4;2023;2023;5;2
AP;NÃO INFORMADO;Tráfico de drogas;01/05/2023;31;;Estadual;Formulário 4;2023;2023;5;2
BA;NÃO INFORMADO;Tráfico de drogas;01/05/2023;586;;Estadual;Formulário 4;2023;2023;5;2
CE;NÃO INFORMADO;Tráfico de drogas;01/05/2023;538;;Estadual;Formulário 4;2023;2023;5;2
DF;NÃO INFORMADO;Tráfico de drogas;01/05/2023;234;;Estadual;Formulário 4;2023;2023;5;2
ES;NÃO INFORMADO;Tráfico de drogas;01/05/2023;412;;Estadual;Formulário 4;2023;2023;5;2
GO;NÃO INFORMADO;Tráfico de drogas;01/05/2023;354;;Estadual;Formulário 4;2023;2023;5;2
MA;NÃO INFORMADO;Tráfico de drogas;01/05/2023;136;;Estadual;Formulário 4;2023;2023;5;2
MG;NÃO INFORMADO;Tráfico de drogas;01/05/2023;2665;;Estadual;Formulário 4;2023;2023;5;2
MS;NÃO INFORMADO;Tráfico de drogas;01/05/2023;355;;Estadual;Formulário 4;2023;2023;5;2
MT;NÃO INFORMADO;Tráfico de drogas;01/05/2023;364;;Estadual;Formulário 4;2023;2023;5;2
PA;NÃO INFORMADO;Tráfico de drogas;01/05/2023;462;;Estadual;Formulário 4;2023;2023;5;2
PB;NÃO INFORMADO;Tráfico de drogas;01/05/2023;110;;Estadual;Formulário 4;2023;2023;5;2
PE;NÃO INFORMADO;Tráfico de drogas;01/05/2023;770;;Estadual;Formulário 4;2023;2023;5;2
PI;NÃO INFORMADO;Tráfico de drogas;01/05/2023;171;;Estadual;Formulário 4;2023;2023;5;2
PR;NÃO INFORMADO;Tráfico de drogas;01/05/2023;1328;;Estadual;Formulário 4;2023;2023;5;2
RJ;NÃO INFORMADO;Tráfico de drogas;01/05/2023;2064;;Estadual;Formulário 4;2023;2023;5;2
RN;NÃO INFORMADO;Tráfico de drogas;01/05/2023;163;;Estadual;Formulário 4;2023;2023;5;2
RO;NÃO INFORMADO;Tráfico de drogas;01/05/2023;142;;Estadual;Formulário 4;2023;2023;5;2
RR;NÃO INFORMADO;Tráfico de drogas;01/05/2023;28;;Estadual;Formulário 4;2023;2023;5;2
RS;NÃO INFORMADO;Tráfico de drogas;01/05/2023;1447;;Estadual;Formulário 4;2023;2023;5;2
SC;NÃO INFORMADO;Tráfico de drogas;01/05/2023;499;;Estadual;Formulário 4;2023;2023;5;2
SE;NÃO INFORMADO;Tráfico de drogas;01/05/2023;137;;Estadual;Formulário 4;2023;2023;5;2
SP;NÃO INFORMADO;Tráfico de drogas;01/05/2023;3208;;Estadual;Formulário 4;2023;2023;5;2
TO;NÃO INFORMADO;Tráfico de drogas;01/05/2023;69;;Estadual;Formulário 4;2023;2023;5;2
AC;NÃO INFORMADO;Tráfico de drogas;01/06/2023;61;;Estadual;Formulário 4;2023;2023;6;2
AL;NÃO INFORMADO;Tráfico de drogas;01/06/2023;81;;Estadual;Formulário 4;2023;2023;6;2
AM;NÃO INFORMADO;Tráfico de drogas;01/06/2023;208;;Estadual;Formulário 4;2023;2023;6;2
AP;NÃO INFORMADO;Tráfico de drogas;01/06/2023;7;;Estadual;Formulário 4;2023;2023;6;2
BA;NÃO INFORMADO;Tráfico de drogas;01/06/2023;492;;Estadual;Formulário 4;2023;2023;6;2
CE;NÃO INFORMADO;Tráfico de drogas;01/06/2023;493;;Estadual;Formulário 4;2023;2023;6;2
DF;NÃO INFORMADO;Tráfico de drogas;01/06/2023;184;;Estadual;Formulário 4;2023;2023;6;2
ES;NÃO INFORMADO;Tráfico de drogas;01/06/2023;387;;Estadual;Formulário 4;2023;2023;6;2
GO;NÃO INFORMADO;Tráfico de drogas;01/06/2023;351;;Estadual;Formulário 4;2023;2023;6;2
MA;NÃO INFORMADO;Tráfico de drogas;01/06/2023;152;;Estadual;Formulário 4;2023;2023;6;2
MG;NÃO INFORMADO;Tráfico de drogas;01/06/2023;2279;;Estadual;Formulário 4;2023;2023;6;2
MS;NÃO INFORMADO;Tráfico de drogas;01/06/2023;347;;Estadual;Formulário 4;2023;2023;6;2
MT;NÃO INFORMADO;Tráfico de drogas;01/06/2023;360;;Estadual;Formulário 4;2023;2023;6;2
PA;NÃO INFORMADO;Tráfico de drogas;01/06/2023;543;;Estadual;Formulário 4;2023;2023;6;2
PB;NÃO INFORMADO;Tráfico de drogas;01/06/2023;113;;Estadual;Formulário 4;2023;2023;6;2
PE;NÃO INFORMADO;Tráfico de drogas;01/06/2023;1056;;Estadual;Formulário 4;2023;2023;6;2
PI;NÃO INFORMADO;Tráfico de drogas;01/06/2023;159;;Estadual;Formulário 4;2023;2023;6;2
PR;NÃO INFORMADO;Tráfico de drogas;01/06/2023;1192;;Estadual;Formulário 4;2023;2023;6;2
RJ;NÃO INFORMADO;Tráfico de drogas;01/06/2023;1736;;Estadual;Formulário 4;2023;2023;6;2
RN;NÃO INFORMADO;Tráfico de drogas;01/06/2023;121;;Estadual;Formulário 4;2023;2023;6;2
RO;NÃO INFORMADO;Tráfico de drogas;01/06/2023;155;;Estadual;Formulário 4;2023;2023;6;2
RR;NÃO INFORMADO;Tráfico de drogas;01/06/2023;32;;Estadual;Formulário 4;2023;2023;6;2
RS;NÃO INFORMADO;Tráfico de drogas;01/06/2023;1418;;Estadual;Formulário 4;2023;2023;6;2
SC;NÃO INFORMADO;Tráfico de drogas;01/06/2023;503;;Estadual;Formulário 4;2023;2023;6;2
SE;NÃO INFORMADO;Tráfico de drogas;01/06/2023;101;;Estadual;Formulário 4;2023;2023;6;2
SP;NÃO INFORMADO;Tráfico de drogas;01/06/2023;3001;;Estadual;Formulário 4;2023;2023;6;2
TO;NÃO INFORMADO;Tráfico de drogas;01/06/2023;101;;Estadual;Formulário 4;2023;2023;6;2
AC;NÃO INFORMADO;Tráfico de drogas;01/07/2023;68;;Estadual;Formulário 4;2023;2023;7;3
AL;NÃO INFORMADO;Tráfico de drogas;01/07/2023;96;;Estadual;Formulário 4;2023;2023;7;3
AM;NÃO INFORMADO;Tráfico de drogas;01/07/2023;164;;Estadual;Formulário 4;2023;2023;7;3
AP;NÃO INFORMADO;Tráfico de drogas;01/07/2023;18;;Estadual;Formulário 4;2023;2023;7;3
BA;NÃO INFORMADO;Tráfico de drogas;01/07/2023;559;;Estadual;Formulário 4;2023;2023;7;3
CE;NÃO INFORMADO;Tráfico de drogas;01/07/2023;429;;Estadual;Formulário 4;2023;2023;7;3
DF;NÃO INFORMADO;Tráfico de drogas;01/07/2023;181;;Estadual;Formulário 4;2023;2023;7;3
ES;NÃO INFORMADO;Tráfico de drogas;01/07/2023;397;;Estadual;Formulário 4;2023;2023;7;3
GO;NÃO INFORMADO;Tráfico de drogas;01/07/2023;286;;Estadual;Formulário 4;2023;2023;7;3
MA;NÃO INFORMADO;Tráfico de drogas;01/07/2023;124;;Estadual;Formulário 4;2023;2023;7;3
MG;NÃO INFORMADO;Tráfico de drogas;01/07/2023;2380;;Estadual;Formulário 4;2023;2023;7;3
MS;NÃO INFORMADO;Tráfico de drogas;01/07/2023;333;;Estadual;Formulário 4;2023;2023;7;3
MT;NÃO INFORMADO;Tráfico de drogas;01/07/2023;378;;Estadual;Formulário 4;2023;2023;7;3
PA;NÃO INFORMADO;Tráfico de drogas;01/07/2023;493;;Estadual;Formulário 4;2023;2023;7;3
PB;NÃO INFORMADO;Tráfico de drogas;01/07/2023;118;;Estadual;Formulário 4;2023;2023;7;3
PE;NÃO INFORMADO;Tráfico de drogas;01/07/2023;829;;Estadual;Formulário 4;2023;2023;7;3
PI;NÃO INFORMADO;Tráfico de drogas;01/07/2023;131;;Estadual;Formulário 4;2023;2023;7;3
PR;NÃO INFORMADO;Tráfico de drogas;01/07/2023;1091;;Estadual;Formulário 4;2023;2023;7;3
RJ;NÃO INFORMADO;Tráfico de drogas;01/07/2023;1753;;Estadual;Formulário 4;2023;2023;7;3
RN;NÃO INFORMADO;Tráfico de drogas;01/07/2023;138;;Estadual;Formulário 4;2023;2023;7;3
RO;NÃO INFORMADO;Tráfico de drogas;01/07/2023;142;;Estadual;Formulário 4;2023;2023;7;3
RR;NÃO INFORMADO;Tráfico de drogas;01/07/2023;53;;Estadual;Formulário 4;2023;2023;7;3
RS;NÃO INFORMADO;Tráfico de drogas;01/07/2023;1308;;Estadual;Formulário 4;2023;2023;7;3
SC;NÃO INFORMADO;Tráfico de drogas;01/07/2023;460;;Estadual;Formulário 4;2023;2023;7;3
SE;NÃO INFORMADO;Tráfico de drogas;01/07/2023;89;;Estadual;Formulário 4;2023;2023;7;3
SP;NÃO INFORMADO;Tráfico de drogas;01/07/2023;3065;;Estadual;Formulário 4;2023;2023;7;3
TO;NÃO INFORMADO;Tráfico de drogas;01/07/2023;61;;Estadual;Formulário 4;2023;2023;7;3
AC;NÃO INFORMADO;Tráfico de drogas;01/08/2023;48;;Estadual;Formulário 4;2023;2023;8;3
AL;NÃO INFORMADO;Tráfico de drogas;01/08/2023;94;;Estadual;Formulário 4;2023;2023;8;3
AM;NÃO INFORMADO;Tráfico de drogas;01/08/2023;187;;Estadual;Formulário 4;2023;2023;8;3
AP;NÃO INFORMADO;Tráfico de drogas;01/08/2023;69;;Estadual;Formulário 4;2023;2023;8;3
BA;NÃO INFORMADO;Tráfico de drogas;01/08/2023;660;;Estadual;Formulário 4;2023;2023;8;3
CE;NÃO INFORMADO;Tráfico de drogas;01/08/2023;416;;Estadual;Formulário 4;2023;2023;8;3
DF;NÃO INFORMADO;Tráfico de drogas;01/08/2023;209;;Estadual;Formulário 4;2023;2023;8;3
ES;NÃO INFORMADO;Tráfico de drogas;01/08/2023;370;;Estadual;Formulário 4;2023;2023;8;3
GO;NÃO INFORMADO;Tráfico de drogas;01/08/2023;341;;Estadual;Formulário 4;2023;2023;8;3
MA;NÃO INFORMADO;Tráfico de drogas;01/08/2023;110;;Estadual;Formulário 4;2023;2023;8;3
MG;NÃO INFORMADO;Tráfico de drogas;01/08/2023;2403;;Estadual;Formulário 4;2023;2023;8;3
MS;NÃO INFORMADO;Tráfico de drogas;01/08/2023;302;;Estadual;Formulário 4;2023;2023;8;3
MT;NÃO INFORMADO;Tráfico de drogas;01/08/2023;368;;Estadual;Formulário 4;2023;2023;8;3
PA;NÃO INFORMADO;Tráfico de drogas;01/08/2023;460;;Estadual;Formulário 4;2023;2023;8;3
PB;NÃO INFORMADO;Tráfico de drogas;01/08/2023;112;;Estadual;Formulário 4;2023;2023;8;3
PE;NÃO INFORMADO;Tráfico de drogas;01/08/2023;794;;Estadual;Formulário 4;2023;2023;8;3
PI;NÃO INFORMADO;Tráfico de drogas;01/08/2023;137;;Estadual;Formulário 4;2023;2023;8;3
PR;NÃO INFORMADO;Tráfico de drogas;01/08/2023;1095;;Estadual;Formulário 4;2023;2023;8;3
RJ;NÃO INFORMADO;Tráfico de drogas;01/08/2023;1633;;Estadual;Formulário 4;2023;2023;8;3
RN;NÃO INFORMADO;Tráfico de drogas;01/08/2023;116;;Estadual;Formulário 4;2023;2023;8;3
RO;NÃO INFORMADO;Tráfico de drogas;01/08/2023;126;;Estadual;Formulário 4;2023;2023;8;3
RR;NÃO INFORMADO;Tráfico de drogas;01/08/2023;48;;Estadual;Formulário 4;2023;2023;8;3
RS;NÃO INFORMADO;Tráfico de drogas;01/08/2023;1435;;Estadual;Formulário 4;2023;2023;8;3
SC;NÃO INFORMADO;Tráfico de drogas;01/08/2023;487;;Estadual;Formulário 4;2023;2023;8;3
SE;NÃO INFORMADO;Tráfico de drogas;01/08/2023;121;;Estadual;Formulário 4;2023;2023;8;3
SP;NÃO INFORMADO;Tráfico de drogas;01/08/2023;3140;;Estadual;Formulário 4;2023;2023;8;3
TO;NÃO INFORMADO;Tráfico de drogas;01/08/2023;66;;Estadual;Formulário 4;2023;2023;8;3
AC;NÃO INFORMADO;Tráfico de drogas;01/09/2023;46;;Estadual;Formulário 4;2023;2023;9;3
AL;NÃO INFORMADO;Tráfico de drogas;01/09/2023;53;;Estadual;Formulário 4;2023;2023;9;3
AM;NÃO INFORMADO;Tráfico de drogas;01/09/2023;179;;Estadual;Formulário 4;2023;2023;9;3
AP;NÃO INFORMADO;Tráfico de drogas;01/09/2023;53;;Estadual;Formulário 4;2023;2023;9;3
BA;NÃO INFORMADO;Tráfico de drogas;01/09/2023;633;;Estadual;Formulário 4;2023;2023;9;3
CE;NÃO INFORMADO;Tráfico de drogas;01/09/2023;416;;Estadual;Formulário 4;2023;2023;9;3
DF;NÃO INFORMADO;Tráfico de drogas;01/09/2023;197;;Estadual;Formulário 4;2023;2023;9;3
ES;NÃO INFORMADO;Tráfico de drogas;01/09/2023;355;;Estadual;Formulário 4;2023;2023;9;3
GO;NÃO INFORMADO;Tráfico de drogas;01/09/2023;329;;Estadual;Formulário 4;2023;2023;9;3
MA;NÃO INFORMADO;Tráfico de drogas;01/09/2023;129;;Estadual;Formulário 4;2023;2023;9;3
MG;NÃO INFORMADO;Tráfico de drogas;01/09/2023;2300;;Estadual;Formulário 4;2023;2023;9;3
MS;NÃO INFORMADO;Tráfico de drogas;01/09/2023;280;;Estadual;Formulário 4;2023;2023;9;3
MT;NÃO INFORMADO;Tráfico de drogas;01/09/2023;315;;Estadual;Formulário 4;2023;2023;9;3
PA;NÃO INFORMADO;Tráfico de drogas;01/09/2023;459;;Estadual;Formulário 4;2023;2023;9;3
PB;NÃO INFORMADO;Tráfico de drogas;01/09/2023;124;;Estadual;Formulário 4;2023;2023;9;3
PE;NÃO INFORMADO;Tráfico de drogas;01/09/2023;684;;Estadual;Formulário 4;2023;2023;9;3
PI;NÃO INFORMADO;Tráfico de drogas;01/09/2023;146;;Estadual;Formulário 4;2023;2023;9;3
PR;NÃO INFORMADO;Tráfico de drogas;01/09/2023;862;;Estadual;Formulário 4;2023;2023;9;3
RJ;NÃO INFORMADO;Tráfico de drogas;01/09/2023;1614;;Estadual;Formulário 4;2023;2023;9;3
RN;NÃO INFORMADO;Tráfico de drogas;01/09/2023;133;;Estadual;Formulário 4;2023;2023;9;3
RO;NÃO INFORMADO;Tráfico de drogas;01/09/2023;121;;Estadual;Formulário 4;2023;2023;9;3
RR;NÃO INFORMADO;Tráfico de drogas;01/09/2023;36;;Estadual;Formulário 4;2023;2023;9;3
RS;NÃO INFORMADO;Tráfico de drogas;01/09/2023;1318;;Estadual;Formulário 4;2023;2023;9;3
SC;NÃO INFORMADO;Tráfico de drogas;01/09/2023;449;;Estadual;Formulário 4;2023;2023;9;3
SE;NÃO INFORMADO;Tráfico de drogas;01/09/2023;100;;Estadual;Formulário 4;2023;2023;9;3
SP;NÃO INFORMADO;Tráfico de drogas;01/09/2023;2669;;Estadual;Formulário 4;2023;2023;9;3
TO;NÃO INFORMADO;Tráfico de drogas;01/09/2023;65;;Estadual;Formulário 4;2023;2023;9;3
AC;NÃO INFORMADO;Tráfico de drogas;01/10/2023;45;;Estadual;Formulário 4;2023;2023;10;4
AL;NÃO INFORMADO;Tráfico de drogas;01/10/2023;100;;Estadual;Formulário 4;2023;2023;10;4
AM;NÃO INFORMADO;Tráfico de drogas;01/10/2023;179;;Estadual;Formulário 4;2023;2023;10;4
AP;NÃO INFORMADO;Tráfico de drogas;01/10/2023;70;;Estadual;Formulário 4;2023;2023;10;4
BA;NÃO INFORMADO;Tráfico de drogas;01/10/2023;785;;Estadual;Formulário 4;2023;2023;10;4
CE;NÃO INFORMADO;Tráfico de drogas;01/10/2023;460;;Estadual;Formulário 4;2023;2023;10;4
DF;NÃO INFORMADO;Tráfico de drogas;01/10/2023;190;;Estadual;Formulário 4;2023;2023;10;4
ES;NÃO INFORMADO;Tráfico de drogas;01/10/2023;363;;Estadual;Formulário 4;2023;2023;10;4
GO;NÃO INFORMADO;Tráfico de drogas;01/10/2023;352;;Estadual;Formulário 4;2023;2023;10;4
MA;NÃO INFORMADO;Tráfico de drogas;01/10/2023;127;;Estadual;Formulário 4;2023;2023;10;4
MG;NÃO INFORMADO;Tráfico de drogas;01/10/2023;2236;;Estadual;Formulário 4;2023;2023;10;4
MS;NÃO INFORMADO;Tráfico de drogas;01/10/2023;289;;Estadual;Formulário 4;2023;2023;10;4
MT;NÃO INFORMADO;Tráfico de drogas;01/10/2023;290;;Estadual;Formulário 4;2023;2023;10;4
PA;NÃO INFORMADO;Tráfico de drogas;01/10/2023;508;;Estadual;Formulário 4;2023;2023;10;4
PB;NÃO INFORMADO;Tráfico de drogas;01/10/2023;182;;Estadual;Formulário 4;2023;2023;10;4
PE;NÃO INFORMADO;Tráfico de drogas;01/10/2023;783;;Estadual;Formulário 4;2023;2023;10;4
PI;NÃO INFORMADO;Tráfico de drogas;01/10/2023;155;;Estadual;Formulário 4;2023;2023;10;4
PR;NÃO INFORMADO;Tráfico de drogas;01/10/2023;928;;Estadual;Formulário 4;2023;2023;10;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/10/2023;1655;;Estadual;Formulário 4;2023;2023;10;4
RN;NÃO INFORMADO;Tráfico de drogas;01/10/2023;100;;Estadual;Formulário 4;2023;2023;10;4
RO;NÃO INFORMADO;Tráfico de drogas;01/10/2023;123;;Estadual;Formulário 4;2023;2023;10;4
RR;NÃO INFORMADO;Tráfico de drogas;01/10/2023;48;;Estadual;Formulário 4;2023;2023;10;4
RS;NÃO INFORMADO;Tráfico de drogas;01/10/2023;1337;;Estadual;Formulário 4;2023;2023;10;4
SC;NÃO INFORMADO;Tráfico de drogas;01/10/2023;417;;Estadual;Formulário 4;2023;2023;10;4
SE;NÃO INFORMADO;Tráfico de drogas;01/10/2023;115;;Estadual;Formulário 4;2023;2023;10;4
SP;NÃO INFORMADO;Tráfico de drogas;01/10/2023;2864;;Estadual;Formulário 4;2023;2023;10;4
TO;NÃO INFORMADO;Tráfico de drogas;01/10/2023;68;;Estadual;Formulário 4;2023;2023;10;4
AC;NÃO INFORMADO;Tráfico de drogas;01/11/2023;54;;Estadual;Formulário 4;2023;2023;11;4
AL;NÃO INFORMADO;Tráfico de drogas;01/11/2023;115;;Estadual;Formulário 4;2023;2023;11;4
AM;NÃO INFORMADO;Tráfico de drogas;01/11/2023;192;;Estadual;Formulário 4;2023;2023;11;4
AP;NÃO INFORMADO;Tráfico de drogas;01/11/2023;75;;Estadual;Formulário 4;2023;2023;11;4
BA;NÃO INFORMADO;Tráfico de drogas;01/11/2023;687;;Estadual;Formulário 4;2023;2023;11;4
CE;NÃO INFORMADO;Tráfico de drogas;01/11/2023;419;;Estadual;Formulário 4;2023;2023;11;4
DF;NÃO INFORMADO;Tráfico de drogas;01/11/2023;187;;Estadual;Formulário 4;2023;2023;11;4
ES;NÃO INFORMADO;Tráfico de drogas;01/11/2023;317;;Estadual;Formulário 4;2023;2023;11;4
GO;NÃO INFORMADO;Tráfico de drogas;01/11/2023;403;;Estadual;Formulário 4;2023;2023;11;4
MA;NÃO INFORMADO;Tráfico de drogas;01/11/2023;131;;Estadual;Formulário 4;2023;2023;11;4
MG;NÃO INFORMADO;Tráfico de drogas;01/11/2023;2171;;Estadual;Formulário 4;2023;2023;11;4
MS;NÃO INFORMADO;Tráfico de drogas;01/11/2023;288;;Estadual;Formulário 4;2023;2023;11;4
MT;NÃO INFORMADO;Tráfico de drogas;01/11/2023;314;;Estadual;Formulário 4;2023;2023;11;4
PA;NÃO INFORMADO;Tráfico de drogas;01/11/2023;479;;Estadual;Formulário 4;2023;2023;11;4
PB;NÃO INFORMADO;Tráfico de drogas;01/11/2023;200;;Estadual;Formulário 4;2023;2023;11;4
PE;NÃO INFORMADO;Tráfico de drogas;01/11/2023;72;;Estadual;Formulário 4;2023;2023;11;4
PI;NÃO INFORMADO;Tráfico de drogas;01/11/2023;151;;Estadual;Formulário 4;2023;2023;11;4
PR;NÃO INFORMADO;Tráfico de drogas;01/11/2023;1049;;Estadual;Formulário 4;2023;2023;11;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/11/2023;1661;;Estadual;Formulário 4;2023;2023;11;4
RN;NÃO INFORMADO;Tráfico de drogas;01/11/2023;151;;Estadual;Formulário 4;2023;2023;11;4
RO;NÃO INFORMADO;Tráfico de drogas;01/11/2023;136;;Estadual;Formulário 4;2023;2023;11;4
RR;NÃO INFORMADO;Tráfico de drogas;01/11/2023;44;;Estadual;Formulário 4;2023;2023;11;4
RS;NÃO INFORMADO;Tráfico de drogas;01/11/2023;1281;;Estadual;Formulário 4;2023;2023;11;4
SC;NÃO INFORMADO;Tráfico de drogas;01/11/2023;441;;Estadual;Formulário 4;2023;2023;11;4
SE;NÃO INFORMADO;Tráfico de drogas;01/11/2023;130;;Estadual;Formulário 4;2023;2023;11;4
SP;NÃO INFORMADO;Tráfico de drogas;01/11/2023;2785;;Estadual;Formulário 4;2023;2023;11;4
TO;NÃO INFORMADO;Tráfico de drogas;01/11/2023;98;;Estadual;Formulário 4;2023;2023;11;4
AC;NÃO INFORMADO;Tráfico de drogas;01/12/2023;40;;Estadual;Formulário 4;2023;2023;12;4
AL;NÃO INFORMADO;Tráfico de drogas;01/12/2023;100;;Estadual;Formulário 4;2023;2023;12;4
AM;NÃO INFORMADO;Tráfico de drogas;01/12/2023;181;;Estadual;Formulário 4;2023;2023;12;4
AP;NÃO INFORMADO;Tráfico de drogas;01/12/2023;73;;Estadual;Formulário 4;2023;2023;12;4
BA;NÃO INFORMADO;Tráfico de drogas;01/12/2023;629;;Estadual;Formulário 4;2023;2023;12;4
CE;NÃO INFORMADO;Tráfico de drogas;01/12/2023;454;;Estadual;Formulário 4;2023;2023;12;4
DF;NÃO INFORMADO;Tráfico de drogas;01/12/2023;193;;Estadual;Formulário 4;2023;2023;12;4
ES;NÃO INFORMADO;Tráfico de drogas;01/12/2023;381;;Estadual;Formulário 4;2023;2023;12;4
GO;NÃO INFORMADO;Tráfico de drogas;01/12/2023;403;;Estadual;Formulário 4;2023;2023;12;4
MA;NÃO INFORMADO;Tráfico de drogas;01/12/2023;127;;Estadual;Formulário 4;2023;2023;12;4
MG;NÃO INFORMADO;Tráfico de drogas;01/12/2023;2025;;Estadual;Formulário 4;2023;2023;12;4
MS;NÃO INFORMADO;Tráfico de drogas;01/12/2023;249;;Estadual;Formulário 4;2023;2023;12;4
MT;NÃO INFORMADO;Tráfico de drogas;01/12/2023;339;;Estadual;Formulário 4;2023;2023;12;4
PA;NÃO INFORMADO;Tráfico de drogas;01/12/2023;410;;Estadual;Formulário 4;2023;2023;12;4
PB;NÃO INFORMADO;Tráfico de drogas;01/12/2023;139;;Estadual;Formulário 4;2023;2023;12;4
PE;NÃO INFORMADO;Tráfico de drogas;01/12/2023;582;;Estadual;Formulário 4;2023;2023;12;4
PI;NÃO INFORMADO;Tráfico de drogas;01/12/2023;133;;Estadual;Formulário 4;2023;2023;12;4
PR;NÃO INFORMADO;Tráfico de drogas;01/12/2023;978;;Estadual;Formulário 4;2023;2023;12;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/12/2023;1627;;Estadual;Formulário 4;2023;2023;12;4
RN;NÃO INFORMADO;Tráfico de drogas;01/12/2023;139;;Estadual;Formulário 4;2023;2023;12;4
RO;NÃO INFORMADO;Tráfico de drogas;01/12/2023;93;;Estadual;Formulário 4;2023;2023;12;4
RR;NÃO INFORMADO;Tráfico de drogas;01/12/2023;50;;Estadual;Formulário 4;2023;2023;12;4
RS;NÃO INFORMADO;Tráfico de drogas;01/12/2023;1126;;Estadual;Formulário 4;2023;2023;12;4
SC;NÃO INFORMADO;Tráfico de drogas;01/12/2023;450;;Estadual;Formulário 4;2023;2023;12;4
SE;NÃO INFORMADO;Tráfico de drogas;01/12/2023;102;;Estadual;Formulário 4;2023;2023;12;4
SP;NÃO INFORMADO;Tráfico de drogas;01/12/2023;2496;;Estadual;Formulário 4;2023;2023;12;4
TO;NÃO INFORMADO;Tráfico de drogas;01/12/2023;77;;Estadual;Formulário 4;2023;2023;12;4
AC;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;48.366;Estadual;Formulário 5;2023;2023;1;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;29.346;Estadual;Formulário 5;2023;2023;1;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;237.29;Estadual;Formulário 5;2023;2023;1;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;1186.875;Estadual;Formulário 5;2023;2023;1;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;294.634;Estadual;Formulário 5;2023;2023;1;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;1689.159;Estadual;Formulário 5;2023;2023;1;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;9.53;Estadual;Formulário 5;2023;2023;1;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;8.514;Estadual;Formulário 5;2023;2023;1;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;25.47;Estadual;Formulário 5;2023;2023;1;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;124.898;Estadual;Formulário 5;2023;2023;1;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;108.53;Estadual;Formulário 5;2023;2023;1;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;831.75;Estadual;Formulário 5;2023;2023;1;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;56.431;Estadual;Formulário 5;2023;2023;1;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;449.546;Estadual;Formulário 5;2023;2023;1;1
ES;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;21.013;Estadual;Formulário 5;2023;2023;1;1
ES;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;34.358;Estadual;Formulário 5;2023;2023;1;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;311.845;Estadual;Formulário 5;2023;2023;1;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;2641.901;Estadual;Formulário 5;2023;2023;1;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;33.258;Estadual;Formulário 5;2023;2023;1;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;152.357;Estadual;Formulário 5;2023;2023;1;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;;Estadual;Formulário 5;2023;2023;1;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;;Estadual;Formulário 5;2023;2023;1;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;1626.924;Estadual;Formulário 5;2023;2023;1;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/01/2023;;29413.514;Estadual;Formulário 5;2023;2023;1;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/01/2023;;671.52;Estadual;Formulário 5;2023;2023;1;1
